User_ID,Date,Channel,Campaign,Region,Device,User_Segment,Ad_Spend,Session_Duration_Sec,Stage_1_Visitor,Stage_2_Lead,Stage_3_MQL,Stage_4_SQL,Stage_5_Customer,Revenue,Estimated_LTV
USR-000038,2025-02-04,Facebook,Summer_Promo_Global,EMEA,Mobile,SMB,21.82,190,1,0,0,0,0,0.0,0.0
USR-000039,2026-01-18,Email Marketing,Retargeting_Q1,EMEA,Tablet,Enterprise,7.79,61,1,0,0,0,0,0.0,0.0
USR-000040,2025-08-01,Referral,Summer_Promo_Global,APAC,Tablet,SMB,46.86,443,1,0,0,0,0,0.0,0.0
USR-000041,2025-10-18,Organic Search,Webinar_Series_Tech,APAC,Desktop,Enterprise,7.39,143,1,0,0,0,0,0.0,0.0
USR-000042,2025-01-08,Email Marketing,Newsletter_Nurture,LATAM,Tablet,Enterprise,41.07,26,1,0,0,0,0,0.0,0.0
USR-000043,2026-01-13,Google Ads,Retargeting_Q1,LATAM,Desktop,SMB,17.41,209,1,0,0,0,0,0.0,0.0
USR-000044,2025-09-24,Email Marketing,Newsletter_Nurture,LATAM,Mobile,SMB,35.14,15,1,0,0,0,0,0.0,0.0
USR-000045,2025-04-24,Affiliate,Summer_Promo_Global,North America,Mobile,Individual,40.32,268,1,0,0,0,0,0.0,0.0
USR-000046,2025-06-06,Affiliate,Brand_Awareness_2025,EMEA,Desktop,Enterprise,43.59,499,1,0,0,0,0,0.0,0.0
USR-000047,2025-07-07,Email Marketing,Summer_Promo_Global,APAC,Mobile,Individual,48.45,329,1,0,0,0,0,0.0,0.0
USR-000048,2025-05-27,Facebook,Newsletter_Nurture,EMEA,Desktop,SMB,12.84,250,1,0,0,0,0,0.0,0.0
USR-000049,2025-06-24,Google Ads,Newsletter_Nurture,North America,Desktop,Individual,46.2,428,1,0,0,0,0,0.0,0.0
USR-000050,2025-09-06,Direct,Brand_Awareness_2025,EMEA,Desktop,SMB,34.5,587,1,1,1,0,0,0.0,0.0
USR-000051,2025-08-06,Email Marketing,Flash_Sale_Feb,LATAM,Tablet,SMB,7.83,168,1,1,1,1,1,7610.91,20314.024854280076
USR-000052,2025-07-07,Organic Search,Retargeting_Q1,North America,Tablet,Individual,32.45,17,1,0,0,0,0,0.0,0.0
USR-000053,2025-09-23,Email Marketing,Brand_Awareness_2025,North America,Tablet,Enterprise,17.07,565,1,0,0,0,0,0.0,0.0
USR-000054,2025-09-15,Organic Search,Summer_Promo_Global,North America,Mobile,SMB,25.72,296,1,0,0,0,0,0.0,0.0
USR-000055,2025-04-02,Facebook,Retargeting_Q1,APAC,Mobile,SMB,8.99,436,1,1,0,0,0,0.0,0.0
USR-000056,2025-02-04,Email Marketing,Retargeting_Q1,LATAM,Desktop,Individual,14.2,114,1,0,0,0,0,0.0,0.0
USR-000057,2026-01-17,Email Marketing,Webinar_Series_Tech,North America,Desktop,Individual,5.75,414,1,0,0,0,0,0.0,0.0
USR-000058,2025-07-21,Referral,Webinar_Series_Tech,LATAM,Tablet,SMB,9.5,162,1,0,0,0,0,0.0,0.0
USR-000059,2025-05-19,Email Marketing,Newsletter_Nurture,LATAM,Mobile,Individual,38.72,162,1,0,0,0,0,0.0,0.0
USR-000060,2025-05-28,Facebook,Webinar_Series_Tech,North America,Tablet,SMB,33.29,176,1,1,0,0,0,0.0,0.0
USR-000061,2025-10-16,Referral,Retargeting_Q1,EMEA,Mobile,Enterprise,21.51,489,1,0,0,0,0,0.0,0.0
USR-000062,2025-06-21,Email Marketing,Flash_Sale_Feb,LATAM,Mobile,SMB,35.06,525,1,0,0,0,0,0.0,0.0
USR-000063,2025-03-26,Email Marketing,Brand_Awareness_2025,North America,Mobile,Individual,41.02,113,1,0,0,0,0,0.0,0.0
USR-000064,2025-11-01,LinkedIn,Brand_Awareness_2025,North America,Desktop,SMB,18.96,133,1,0,0,0,0,0.0,0.0
USR-000065,2025-10-05,Email Marketing,Summer_Promo_Global,North America,Tablet,SMB,22.04,145,1,1,0,0,0,0.0,0.0
USR-000066,2025-02-14,Facebook,Retargeting_Q1,APAC,Tablet,SMB,25.21,249,1,1,0,0,0,0.0,0.0
USR-000067,2025-02-19,Direct,Newsletter_Nurture,APAC,Desktop,Enterprise,28.39,80,1,0,0,0,0,0.0,0.0
USR-000068,2025-01-06,Referral,Webinar_Series_Tech,North America,Desktop,Enterprise,44.7,336,1,1,1,0,0,0.0,0.0
USR-000069,2025-11-08,LinkedIn,Retargeting_Q1,APAC,Tablet,Enterprise,36.34,90,1,1,0,0,0,0.0,0.0
USR-000070,2025-08-09,Affiliate,Retargeting_Q1,APAC,Desktop,Individual,41.27,22,1,1,1,0,0,0.0,0.0
USR-000071,2025-09-29,Google Ads,Retargeting_Q1,EMEA,Desktop,SMB,16.94,97,1,1,0,0,0,0.0,0.0
USR-000072,2025-10-09,Referral,Retargeting_Q1,LATAM,Mobile,Individual,19.92,72,1,0,0,0,0,0.0,0.0
USR-000073,2025-12-25,Organic Search,Webinar_Series_Tech,APAC,Tablet,SMB,16.09,199,1,0,0,0,0,0.0,0.0
USR-000074,2025-08-14,Google Ads,Webinar_Series_Tech,EMEA,Tablet,Enterprise,18.2,371,1,0,0,0,0,0.0,0.0
USR-000075,2025-05-25,Organic Search,Retargeting_Q1,LATAM,Tablet,Enterprise,44.21,475,1,0,0,0,0,0.0,0.0
USR-000076,2025-04-11,LinkedIn,Retargeting_Q1,APAC,Tablet,Enterprise,30.43,115,1,0,0,0,0,0.0,0.0
USR-000077,2025-07-03,Organic Search,Summer_Promo_Global,LATAM,Tablet,SMB,14.95,375,1,0,0,0,0,0.0,0.0
USR-000078,2025-11-05,Organic Search,Summer_Promo_Global,APAC,Tablet,SMB,31.69,406,1,0,0,0,0,0.0,0.0
USR-000079,2025-01-14,Google Ads,Summer_Promo_Global,LATAM,Tablet,Individual,7.89,404,1,1,0,0,0,0.0,0.0
USR-000080,2025-10-04,Affiliate,Retargeting_Q1,APAC,Desktop,Enterprise,33.78,80,1,0,0,0,0,0.0,0.0
USR-000081,2025-12-04,Email Marketing,Summer_Promo_Global,APAC,Tablet,Enterprise,32.14,72,1,0,0,0,0,0.0,0.0
USR-000082,2025-03-30,Organic Search,Retargeting_Q1,North America,Desktop,SMB,9.76,387,1,1,0,0,0,0.0,0.0
USR-000083,2025-08-13,Referral,Summer_Promo_Global,North America,Mobile,Enterprise,14.87,340,1,0,0,0,0,0.0,0.0
USR-000084,2025-11-25,LinkedIn,Summer_Promo_Global,LATAM,Mobile,Individual,7.51,149,1,1,1,1,1,2920.1,5674.265838297619
USR-000085,2025-05-12,Affiliate,Newsletter_Nurture,North America,Tablet,SMB,39.77,320,1,0,0,0,0,0.0,0.0
USR-000086,2025-12-30,Direct,Newsletter_Nurture,LATAM,Tablet,Enterprise,44.48,169,1,0,0,0,0,0.0,0.0
USR-000087,2025-05-16,Affiliate,Newsletter_Nurture,EMEA,Tablet,Individual,10.01,340,1,1,0,0,0,0.0,0.0
USR-000088,2025-05-11,LinkedIn,Webinar_Series_Tech,LATAM,Desktop,SMB,28.6,511,1,0,0,0,0,0.0,0.0
USR-000089,2025-02-26,Organic Search,Brand_Awareness_2025,APAC,Tablet,SMB,25.14,70,1,0,0,0,0,0.0,0.0
USR-000090,2025-04-14,Organic Search,Summer_Promo_Global,LATAM,Desktop,Enterprise,49.35,564,1,0,0,0,0,0.0,0.0
USR-000091,2025-09-18,Organic Search,Webinar_Series_Tech,APAC,Tablet,SMB,28.1,482,1,0,0,0,0,0.0,0.0
USR-000092,2025-10-08,Facebook,Newsletter_Nurture,APAC,Tablet,Individual,23.83,497,1,0,0,0,0,0.0,0.0
USR-000093,2025-05-16,LinkedIn,Summer_Promo_Global,EMEA,Mobile,Enterprise,47.34,452,1,1,0,0,0,0.0,0.0
USR-000094,2025-02-28,Affiliate,Summer_Promo_Global,North America,Tablet,Individual,48.6,176,1,0,0,0,0,0.0,0.0
USR-000095,2025-01-16,Referral,Brand_Awareness_2025,EMEA,Desktop,SMB,35.71,13,1,0,0,0,0,0.0,0.0
USR-000096,2025-01-10,Affiliate,Brand_Awareness_2025,LATAM,Mobile,SMB,49.66,439,1,0,0,0,0,0.0,0.0
USR-000097,2025-09-29,Email Marketing,Retargeting_Q1,APAC,Desktop,Individual,48.39,208,1,1,0,0,0,0.0,0.0
USR-000098,2025-05-23,Google Ads,Newsletter_Nurture,EMEA,Tablet,Individual,7.79,37,1,0,0,0,0,0.0,0.0
USR-000099,2025-07-18,LinkedIn,Flash_Sale_Feb,LATAM,Mobile,SMB,12.65,315,1,0,0,0,0,0.0,0.0
USR-000100,2025-06-19,Affiliate,Retargeting_Q1,EMEA,Tablet,SMB,48.7,206,1,1,1,1,0,0.0,0.0
USR-000101,2025-10-25,Affiliate,Brand_Awareness_2025,APAC,Desktop,Individual,20.44,538,1,0,0,0,0,0.0,0.0
USR-000102,2025-01-12,Facebook,Retargeting_Q1,EMEA,Mobile,Enterprise,39.64,498,1,0,0,0,0,0.0,0.0
USR-000103,2025-06-27,Referral,Webinar_Series_Tech,LATAM,Desktop,Enterprise,22.3,353,1,0,0,0,0,0.0,0.0
USR-000104,2026-01-05,Google Ads,Summer_Promo_Global,EMEA,Mobile,Individual,35.95,225,1,0,0,0,0,0.0,0.0
USR-000105,2025-10-12,Facebook,Retargeting_Q1,APAC,Tablet,Individual,11.21,357,1,0,0,0,0,0.0,0.0
USR-000106,2025-06-18,Google Ads,Flash_Sale_Feb,APAC,Desktop,Enterprise,11.83,224,1,0,0,0,0,0.0,0.0
USR-000107,2025-03-08,Facebook,Retargeting_Q1,APAC,Mobile,Individual,30.59,47,1,1,0,0,0,0.0,0.0
USR-000108,2025-12-01,Referral,Brand_Awareness_2025,LATAM,Desktop,SMB,23.84,573,1,0,0,0,0,0.0,0.0
USR-000109,2025-08-16,Referral,Summer_Promo_Global,North America,Desktop,Individual,33.51,538,1,0,0,0,0,0.0,0.0
USR-000110,2025-10-06,Direct,Summer_Promo_Global,EMEA,Mobile,Enterprise,17.97,169,1,0,0,0,0,0.0,0.0
USR-000111,2025-11-29,Referral,Summer_Promo_Global,LATAM,Tablet,SMB,11.01,98,1,0,0,0,0,0.0,0.0
USR-000112,2025-03-14,Organic Search,Retargeting_Q1,EMEA,Tablet,SMB,21.22,400,1,0,0,0,0,0.0,0.0
USR-000113,2025-08-08,Direct,Flash_Sale_Feb,LATAM,Mobile,Individual,35.3,440,1,1,0,0,0,0.0,0.0
USR-000114,2025-06-05,Email Marketing,Webinar_Series_Tech,North America,Tablet,SMB,41.78,502,1,1,0,0,0,0.0,0.0
USR-000115,2025-01-06,Affiliate,Summer_Promo_Global,North America,Desktop,Individual,19.89,408,1,0,0,0,0,0.0,0.0
USR-000116,2026-02-04,Email Marketing,Brand_Awareness_2025,EMEA,Tablet,Individual,23.73,295,1,0,0,0,0,0.0,0.0
USR-000117,2025-06-15,Facebook,Flash_Sale_Feb,North America,Desktop,Enterprise,44.56,530,1,0,0,0,0,0.0,0.0
USR-000118,2025-03-17,Organic Search,Retargeting_Q1,EMEA,Mobile,Enterprise,36.1,99,1,0,0,0,0,0.0,0.0
USR-000119,2025-12-05,Referral,Summer_Promo_Global,EMEA,Desktop,SMB,30.05,349,1,0,0,0,0,0.0,0.0
USR-000120,2025-06-02,Organic Search,Newsletter_Nurture,North America,Desktop,Individual,32.77,437,1,0,0,0,0,0.0,0.0
USR-000121,2025-09-11,LinkedIn,Webinar_Series_Tech,LATAM,Tablet,SMB,22.16,475,1,1,1,1,1,1248.83,3116.048705911128
USR-000122,2025-06-08,Email Marketing,Brand_Awareness_2025,LATAM,Desktop,Enterprise,35.8,50,1,1,0,0,0,0.0,0.0
USR-000123,2025-01-06,Google Ads,Flash_Sale_Feb,EMEA,Tablet,Individual,11.08,183,1,1,1,1,0,0.0,0.0
USR-000124,2026-01-07,Organic Search,Flash_Sale_Feb,EMEA,Tablet,Enterprise,18.34,465,1,0,0,0,0,0.0,0.0
USR-000125,2026-01-15,Organic Search,Newsletter_Nurture,North America,Tablet,SMB,15.71,536,1,0,0,0,0,0.0,0.0
USR-000126,2026-01-03,Referral,Newsletter_Nurture,APAC,Desktop,Enterprise,20.27,171,1,1,1,1,1,7752.3,13109.222900114155
USR-000127,2025-05-13,Facebook,Flash_Sale_Feb,LATAM,Desktop,SMB,28.96,424,1,0,0,0,0,0.0,0.0
USR-000128,2025-12-22,Direct,Summer_Promo_Global,LATAM,Mobile,SMB,27.21,531,1,0,0,0,0,0.0,0.0
USR-000129,2025-07-09,Affiliate,Flash_Sale_Feb,LATAM,Mobile,Enterprise,41.74,135,1,0,0,0,0,0.0,0.0
USR-000130,2025-02-25,Email Marketing,Newsletter_Nurture,LATAM,Mobile,Enterprise,22.02,503,1,0,0,0,0,0.0,0.0
USR-000131,2025-04-18,Google Ads,Newsletter_Nurture,EMEA,Desktop,SMB,39.54,27,1,0,0,0,0,0.0,0.0
USR-000132,2025-05-31,Google Ads,Flash_Sale_Feb,APAC,Desktop,SMB,23.85,553,1,1,1,0,0,0.0,0.0
USR-000133,2025-02-23,Facebook,Brand_Awareness_2025,EMEA,Mobile,Individual,18.76,128,1,0,0,0,0,0.0,0.0
USR-000134,2025-01-09,Direct,Summer_Promo_Global,LATAM,Desktop,Individual,31.7,434,1,0,0,0,0,0.0,0.0
USR-000135,2025-12-23,Referral,Summer_Promo_Global,APAC,Tablet,Individual,29.09,336,1,0,0,0,0,0.0,0.0
USR-000136,2025-08-09,Direct,Flash_Sale_Feb,LATAM,Tablet,SMB,26.37,578,1,0,0,0,0,0.0,0.0
USR-000137,2025-03-16,Google Ads,Retargeting_Q1,LATAM,Tablet,SMB,6.58,107,1,0,0,0,0,0.0,0.0
USR-000138,2025-11-17,Facebook,Webinar_Series_Tech,North America,Tablet,SMB,11.97,324,1,0,0,0,0,0.0,0.0
USR-000139,2025-03-17,Direct,Retargeting_Q1,APAC,Mobile,Enterprise,31.86,434,1,0,0,0,0,0.0,0.0
USR-000140,2025-11-05,Organic Search,Brand_Awareness_2025,North America,Mobile,Enterprise,19.6,484,1,1,0,0,0,0.0,0.0
USR-000141,2025-11-16,Facebook,Brand_Awareness_2025,North America,Mobile,Individual,41.95,109,1,0,0,0,0,0.0,0.0
USR-000142,2025-06-08,Email Marketing,Retargeting_Q1,APAC,Tablet,SMB,28.26,293,1,0,0,0,0,0.0,0.0
USR-000143,2025-10-04,LinkedIn,Newsletter_Nurture,EMEA,Desktop,SMB,35.52,505,1,0,0,0,0,0.0,0.0
USR-000144,2025-10-03,Referral,Flash_Sale_Feb,EMEA,Mobile,Enterprise,18.07,260,1,1,0,0,0,0.0,0.0
USR-000145,2025-04-21,Email Marketing,Newsletter_Nurture,LATAM,Desktop,Enterprise,26.46,65,1,0,0,0,0,0.0,0.0
USR-000146,2025-02-01,Direct,Newsletter_Nurture,LATAM,Desktop,Individual,46.82,357,1,0,0,0,0,0.0,0.0
USR-000147,2025-10-27,Organic Search,Webinar_Series_Tech,APAC,Desktop,Individual,22.16,78,1,0,0,0,0,0.0,0.0
USR-000148,2025-01-25,Affiliate,Newsletter_Nurture,North America,Mobile,SMB,9.83,176,1,0,0,0,0,0.0,0.0
USR-000149,2025-08-01,Referral,Retargeting_Q1,North America,Desktop,Enterprise,33.45,517,1,1,1,1,0,0.0,0.0
USR-000150,2025-01-18,Organic Search,Brand_Awareness_2025,EMEA,Mobile,SMB,49.13,322,1,0,0,0,0,0.0,0.0
USR-000151,2025-04-13,Affiliate,Summer_Promo_Global,LATAM,Desktop,Enterprise,32.37,564,1,0,0,0,0,0.0,0.0
USR-000152,2025-10-17,Organic Search,Brand_Awareness_2025,EMEA,Mobile,Enterprise,7.3,408,1,0,0,0,0,0.0,0.0
USR-000153,2025-02-08,Facebook,Brand_Awareness_2025,LATAM,Tablet,Enterprise,9.14,219,1,0,0,0,0,0.0,0.0
USR-000154,2025-06-05,Referral,Brand_Awareness_2025,EMEA,Mobile,Enterprise,18.3,422,1,1,1,0,0,0.0,0.0
USR-000155,2025-04-17,Facebook,Brand_Awareness_2025,EMEA,Desktop,SMB,47.9,165,1,0,0,0,0,0.0,0.0
USR-000156,2025-03-25,Google Ads,Summer_Promo_Global,EMEA,Tablet,Enterprise,42.45,518,1,0,0,0,0,0.0,0.0
USR-000157,2025-09-02,Affiliate,Newsletter_Nurture,North America,Tablet,SMB,43.49,15,1,0,0,0,0,0.0,0.0
USR-000158,2025-01-17,Direct,Retargeting_Q1,EMEA,Desktop,Enterprise,32.04,92,1,0,0,0,0,0.0,0.0
USR-000159,2025-06-19,Email Marketing,Webinar_Series_Tech,LATAM,Tablet,Enterprise,5.55,356,1,0,0,0,0,0.0,0.0
USR-000160,2026-01-01,Google Ads,Brand_Awareness_2025,APAC,Mobile,Enterprise,25.34,343,1,0,0,0,0,0.0,0.0
USR-000161,2025-05-08,Direct,Flash_Sale_Feb,EMEA,Tablet,SMB,24.59,480,1,1,0,0,0,0.0,0.0
USR-000162,2026-01-17,Organic Search,Flash_Sale_Feb,EMEA,Tablet,Enterprise,34.55,43,1,0,0,0,0,0.0,0.0
USR-000163,2025-06-19,Referral,Summer_Promo_Global,North America,Mobile,Enterprise,35.43,215,1,0,0,0,0,0.0,0.0
USR-000164,2025-09-12,Referral,Summer_Promo_Global,North America,Mobile,Individual,42.29,425,1,0,0,0,0,0.0,0.0
USR-000165,2025-09-08,Referral,Newsletter_Nurture,LATAM,Desktop,Individual,47.76,452,1,0,0,0,0,0.0,0.0
USR-000166,2025-09-06,Google Ads,Webinar_Series_Tech,EMEA,Desktop,SMB,46.38,354,1,0,0,0,0,0.0,0.0
USR-000167,2025-07-12,Affiliate,Flash_Sale_Feb,North America,Mobile,Enterprise,37.94,517,1,0,0,0,0,0.0,0.0
USR-000168,2025-12-28,Google Ads,Brand_Awareness_2025,LATAM,Mobile,SMB,49.28,302,1,0,0,0,0,0.0,0.0
USR-000169,2025-03-20,Organic Search,Brand_Awareness_2025,APAC,Desktop,Enterprise,19.71,296,1,0,0,0,0,0.0,0.0
USR-000170,2025-06-01,Affiliate,Brand_Awareness_2025,North America,Desktop,Individual,37.17,70,1,1,0,0,0,0.0,0.0
USR-000171,2025-01-02,Google Ads,Webinar_Series_Tech,APAC,Desktop,SMB,8.17,571,1,0,0,0,0,0.0,0.0
USR-000172,2025-02-14,LinkedIn,Summer_Promo_Global,LATAM,Desktop,Individual,12.11,507,1,0,0,0,0,0.0,0.0
USR-000173,2025-12-15,Referral,Webinar_Series_Tech,EMEA,Desktop,Individual,28.57,114,1,0,0,0,0,0.0,0.0
USR-000174,2025-07-16,LinkedIn,Brand_Awareness_2025,North America,Tablet,SMB,12.0,483,1,1,1,1,0,0.0,0.0
USR-000175,2025-02-13,Facebook,Retargeting_Q1,LATAM,Mobile,Individual,34.02,379,1,0,0,0,0,0.0,0.0
USR-000176,2025-08-14,Email Marketing,Summer_Promo_Global,North America,Desktop,Individual,43.21,322,1,1,0,0,0,0.0,0.0
USR-000177,2025-11-29,Facebook,Newsletter_Nurture,APAC,Tablet,Individual,34.98,33,1,0,0,0,0,0.0,0.0
USR-000178,2025-07-19,Google Ads,Flash_Sale_Feb,EMEA,Mobile,Individual,18.47,539,1,0,0,0,0,0.0,0.0
USR-000179,2025-02-02,Referral,Brand_Awareness_2025,APAC,Mobile,Individual,34.94,408,1,1,0,0,0,0.0,0.0
USR-000180,2026-01-25,Organic Search,Retargeting_Q1,EMEA,Desktop,SMB,22.45,480,1,0,0,0,0,0.0,0.0
USR-000181,2025-08-20,Google Ads,Retargeting_Q1,LATAM,Desktop,SMB,17.4,475,1,0,0,0,0,0.0,0.0
USR-000182,2025-09-17,Direct,Summer_Promo_Global,LATAM,Tablet,Individual,26.69,390,1,0,0,0,0,0.0,0.0
USR-000183,2025-08-17,Google Ads,Flash_Sale_Feb,North America,Tablet,Individual,48.07,374,1,0,0,0,0,0.0,0.0
USR-000184,2025-01-14,LinkedIn,Brand_Awareness_2025,APAC,Tablet,Individual,37.23,267,1,1,0,0,0,0.0,0.0
USR-000185,2025-05-09,Google Ads,Newsletter_Nurture,North America,Mobile,Enterprise,32.88,577,1,0,0,0,0,0.0,0.0
USR-000186,2025-06-18,LinkedIn,Flash_Sale_Feb,LATAM,Mobile,Individual,37.85,253,1,0,0,0,0,0.0,0.0
USR-000187,2025-02-28,Affiliate,Brand_Awareness_2025,North America,Desktop,SMB,40.5,513,1,0,0,0,0,0.0,0.0
USR-000188,2025-08-03,Facebook,Webinar_Series_Tech,EMEA,Mobile,Enterprise,43.53,494,1,0,0,0,0,0.0,0.0
USR-000189,2025-02-23,LinkedIn,Brand_Awareness_2025,North America,Tablet,SMB,29.05,473,1,0,0,0,0,0.0,0.0
USR-000190,2025-12-25,Facebook,Flash_Sale_Feb,EMEA,Desktop,Individual,44.37,201,1,0,0,0,0,0.0,0.0
USR-000191,2025-04-10,Google Ads,Brand_Awareness_2025,LATAM,Desktop,SMB,39.67,90,1,0,0,0,0,0.0,0.0
USR-000192,2025-11-26,Email Marketing,Webinar_Series_Tech,APAC,Mobile,SMB,21.65,336,1,0,0,0,0,0.0,0.0
USR-000193,2025-04-02,Direct,Brand_Awareness_2025,North America,Mobile,Individual,32.57,399,1,0,0,0,0,0.0,0.0
USR-000194,2025-07-06,Referral,Summer_Promo_Global,EMEA,Tablet,Individual,6.07,365,1,0,0,0,0,0.0,0.0
USR-000195,2025-06-29,Direct,Newsletter_Nurture,North America,Mobile,SMB,19.45,597,1,0,0,0,0,0.0,0.0
USR-000196,2025-03-15,Google Ads,Summer_Promo_Global,APAC,Desktop,Enterprise,7.71,530,1,0,0,0,0,0.0,0.0
USR-000197,2025-01-13,LinkedIn,Flash_Sale_Feb,LATAM,Mobile,Individual,36.1,22,1,0,0,0,0,0.0,0.0
USR-000198,2025-08-18,Facebook,Summer_Promo_Global,North America,Desktop,Enterprise,44.87,121,1,0,0,0,0,0.0,0.0
USR-000199,2025-08-16,Affiliate,Flash_Sale_Feb,EMEA,Desktop,SMB,27.72,69,1,0,0,0,0,0.0,0.0
USR-000200,2025-04-07,Affiliate,Webinar_Series_Tech,EMEA,Mobile,SMB,26.49,565,1,0,0,0,0,0.0,0.0
USR-000201,2025-07-27,Facebook,Newsletter_Nurture,North America,Tablet,SMB,22.28,524,1,0,0,0,0,0.0,0.0
USR-000202,2025-11-22,Direct,Brand_Awareness_2025,North America,Desktop,Individual,42.43,289,1,1,1,1,0,0.0,0.0
